Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","1998","1998","6121","Value","3018","Employment surveys","%","5.09","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","1999","1999","6121","Value","3018","Employment surveys","%","4.93","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2001","2001","6121","Value","3018","Employment surveys","%","5.16","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2002","2002","6121","Value","3018","Employment surveys","%","4.92","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2003","2003","6121","Value","3018","Employment surveys","%","5.19","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2004","2004","6121","Value","3018","Employment surveys","%","5.33","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1975","1975","6121","Value","3018","Employment surveys","%","4.29","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1976","1976","6121","Value","3018","Employment surveys","%","4.23","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1977","1977","6121","Value","3018","Employment surveys","%","4.2","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1978","1978","6121","Value","3018","Employment surveys","%","4.3","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1979","1979","6121","Value","3018","Employment surveys","%","4.22","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1980","1980","6121","Value","3018","Employment surveys","%","4.23","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1981","1981","6121","Value","3018","Employment surveys","%","4.3","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1982","1982","6121","Value","3018","Employment surveys","%","4.21","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1983","1983","6121","Value","3018","Employment surveys","%","4.22","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1984","1984","6121","Value","3018","Employment surveys","%","4.16","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1985","1985","6121","Value","3018","Employment surveys","%","4.07","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1986","1986","6121","Value","3018","Employment surveys","%","4.18","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1987","1987","6121","Value","3018","Employment surveys","%","4.28","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1988","1988","6121","Value","3018","Employment surveys","%","4.19","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1989","1989","6121","Value","3018","Employment surveys","%","4.25","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1990","1990","6121","Value","3018","Employment surveys","%","4.17","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1991","1991","6121","Value","3018","Employment surveys","%","4.13","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1992","1992","6121","Value","3018","Employment surveys","%","4.22","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1993","1993","6121","Value","3018","Employment surveys","%","4.18","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1995","1995","6121","Value","3018","Employment surveys","%","4.01","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1996","1996","6121","Value","3018","Employment surveys","%","4.17","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1997","1997","6121","Value","3018","Employment surveys","%","4.08","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1998","1998","6121","Value","3018","Employment surveys","%","4.04","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","1999","1999","6121","Value","3018","Employment surveys","%","3.93","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2001","2001","6121","Value","3018","Employment surveys","%","4.04","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2002","2002","6121","Value","3018","Employment surveys","%","3.93","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2003","2003","6121","Value","3018","Employment surveys","%","4.24","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2004","2004","6121","Value","3018","Employment surveys","%","4.42","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1975","1975","6121","Value","3018","Employment surveys","%","18.12","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1976","1976","6121","Value","3018","Employment surveys","%","18.19","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1977","1977","6121","Value","3018","Employment surveys","%","17.96","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1978","1978","6121","Value","3018","Employment surveys","%","17.12","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1979","1979","6121","Value","3018","Employment surveys","%","16.63","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1980","1980","6121","Value","3018","Employment surveys","%","17.06","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1981","1981","6121","Value","3018","Employment surveys","%","16.33","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1982","1982","6121","Value","3018","Employment surveys","%","15.14","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1983","1983","6121","Value","3018","Employment surveys","%","14.59","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1984","1984","6121","Value","3018","Employment surveys","%","13.96","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1985","1985","6121","Value","3018","Employment surveys","%","13.69","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1986","1986","6121","Value","3018","Employment surveys","%","13.38","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1987","1987","6121","Value","3018","Employment surveys","%","13.86","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1988","1988","6121","Value","3018","Employment surveys","%","13.53","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1989","1989","6121","Value","3018","Employment surveys","%","13.17","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1990","1990","6121","Value","3018","Employment surveys","%","13.06","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1991","1991","6121","Value","3018","Employment surveys","%","13.17","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1992","1992","6121","Value","3018","Employment surveys","%","12.97","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1993","1993","6121","Value","3018","Employment surveys","%","12.67","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1995","1995","6121","Value","3018","Employment surveys","%","11.36","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1996","1996","6121","Value","3018","Employment surveys","%","10.82","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1997","1997","6121","Value","3018","Employment surveys","%","10.37","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1998","1998","6121","Value","3018","Employment surveys","%","10.26","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","1999","1999","6121","Value","3018","Employment surveys","%","9.77","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2001","2001","6121","Value","3018","Employment surveys","%","10.37","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2002","2002","6121","Value","3018","Employment surveys","%","9.38","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2003","2003","6121","Value","3018","Employment surveys","%","9.38","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2004","2004","6121","Value","3018","Employment surveys","%","9.3","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1975","1975","6121","Value","3018","Employment surveys","%","35.07","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1976","1976","6121","Value","3018","Employment surveys","%","36.51","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1977","1977","6121","Value","3018","Employment surveys","%","36.58","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1978","1978","6121","Value","3018","Employment surveys","%","35.29","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1979","1979","6121","Value","3018","Employment surveys","%","34.83","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1980","1980","6121","Value","3018","Employment surveys","%","35.74","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1981","1981","6121","Value","3018","Employment surveys","%","34.55","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1982","1982","6121","Value","3018","Employment surveys","%","33.56","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1983","1983","6121","Value","3018","Employment surveys","%","33.03","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1984","1984","6121","Value","3018","Employment surveys","%","32.65","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1985","1985","6121","Value","3018","Employment surveys","%","33.18","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1986","1986","6121","Value","3018","Employment surveys","%","32.42","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1987","1987","6121","Value","3018","Employment surveys","%","32.95","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1988","1988","6121","Value","3018","Employment surveys","%","33.26","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1989","1989","6121","Value","3018","Employment surveys","%","32.89","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1990","1990","6121","Value","3018","Employment surveys","%","33.45","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1991","1991","6121","Value","3018","Employment surveys","%","34.42","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1992","1992","6121","Value","3018","Employment surveys","%","34.14","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1993","1993","6121","Value","3018","Employment surveys","%","34.51","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1995","1995","6121","Value","3018","Employment surveys","%","33.98","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1996","1996","6121","Value","3018","Employment surveys","%","32.83","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1997","1997","6121","Value","3018","Employment surveys","%","33.31","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1998","1998","6121","Value","3018","Employment surveys","%","34.17","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","1999","1999","6121","Value","3018","Employment surveys","%","34.03","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","2001","2001","6121","Value","3018","Employment surveys","%","35.75","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","2002","2002","6121","Value","3018","Employment surveys","%","34.58","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
"OEA","Employment Indicators: Agriculture","356","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","2003","2003","6121","Value","3018","Employment surveys","%","33.26","X","Figure from international organizations","Data reference period: March | Establishment size coverage: All establishments with at least 10 employees"
