Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture","608","Philippines","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2005","2005","6121","Value","3018","Employment surveys","%","1.9","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2006","2006","6121","Value","3018","Employment surveys","%","2.1","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2008","2008","6121","Value","3018","Employment surveys","%","1.9","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21158","Share of females in total employment in agriculture, forestry and fishing","3","Female","2001","2001","6121","Value","3018","Employment surveys","%","15.93","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21158","Share of females in total employment in agriculture, forestry and fishing","3","Female","2003","2003","6121","Value","3018","Employment surveys","%","16.41","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21158","Share of females in total employment in agriculture, forestry and fishing","3","Female","2005","2005","6121","Value","3018","Employment surveys","%","18.39","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21158","Share of females in total employment in agriculture, forestry and fishing","3","Female","2006","2006","6121","Value","3018","Employment surveys","%","18.38","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21158","Share of females in total employment in agriculture, forestry and fishing","3","Female","2008","2008","6121","Value","3018","Employment surveys","%","17.65","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2001","2001","6121","Value","3018","Employment surveys","%","4.7","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2003","2003","6121","Value","3018","Employment surveys","%","4.76","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2005","2005","6121","Value","3018","Employment surveys","%","4.55","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2006","2006","6121","Value","3018","Employment surveys","%","4.98","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","1","Total","2008","2008","6121","Value","3018","Employment surveys","%","4.78","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2001","2001","6121","Value","3018","Employment surveys","%","6.77","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2003","2003","6121","Value","3018","Employment surveys","%","6.93","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2005","2005","6121","Value","3018","Employment surveys","%","6.61","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2006","2006","6121","Value","3018","Employment surveys","%","7.35","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","2","Male","2008","2008","6121","Value","3018","Employment surveys","%","6.96","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2001","2001","6121","Value","3018","Employment surveys","%","1.78","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2003","2003","6121","Value","3018","Employment surveys","%","1.85","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2005","2005","6121","Value","3018","Employment surveys","%","1.86","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2006","2006","6121","Value","3018","Employment surveys","%","2","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21152","Share of employees in agriculture, forestry and fishing in total employees","3","Female","2008","2008","6121","Value","3018","Employment surveys","%","1.94","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","2001","2001","6121","Value","3018","Employment surveys","%","15.8","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","2003","2003","6121","Value","3018","Employment surveys","%","16.52","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","2005","2005","6121","Value","3018","Employment surveys","%","17.74","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","2006","2006","6121","Value","3018","Employment surveys","%","17.78","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21157","Share of female employees in total employees in agriculture, forestry and fishing","3","Female","2008","2008","6121","Value","3018","Employment surveys","%","17.65","X","Figure from international organizations","Establishment size coverage: All establishments with at least 20 employees"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1991","1991","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10081.14","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1992","1992","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10428","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1993","1993","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10812.49","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1994","1994","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10847.86","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1995","1995","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10986.3","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1996","1996","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10670.5","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1997","1997","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10585.57","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1998","1998","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10388.13","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","1999","1999","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10732.55","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2000","2000","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10513.4","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2001","2001","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10695.92","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2002","2002","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10904.05","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2003","2003","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","11027.65","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2004","2004","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","11214.94","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2005","2005","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","11314.43","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2006","2006","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","11384.41","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2007","2007","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","11538.07","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2008","2008","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","11697.56","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2009","2009","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","12039.74","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2010","2010","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","12102.71","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2011","2011","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","12410.48","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2012","2012","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","12424.16","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2013","2013","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","12201.66","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2014","2014","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","12342","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2015","2015","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","12014.5","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2016","2016","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","11412.96","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2017","2017","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10567.55","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2018","2018","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10302.8","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2019","2019","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","9984.06","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2020","2020","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10134.1","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","1","Total","2021","2021","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","10380.94","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1991","1991","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7472.42","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1992","1992","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7600.94","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1993","1993","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7818.03","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1994","1994","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7960.23","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1995","1995","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7982.07","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1996","1996","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7671.17","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1997","1997","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7714.52","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1998","1998","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7658.86","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","1999","1999","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7844.62","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2000","2000","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7891.63","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2001","2001","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8028.66","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2002","2002","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8180.03","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2003","2003","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8276.51","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2004","2004","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8467.37","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2005","2005","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8493.17","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2006","2006","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8524.92","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2007","2007","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8637.13","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2008","2008","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8787.88","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2009","2009","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8999.64","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2010","2010","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","9028.24","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2011","2011","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","9242.52","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2012","2012","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","9256.93","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2013","2013","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","9099.83","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2014","2014","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","9104.96","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2015","2015","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8922.12","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2016","2016","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8545.78","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2017","2017","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","8140.63","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2018","2018","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7954.97","X","Figure from international organizations","Adjusted"
"OEA","Employment Indicators: Agriculture","608","Philippines","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","2","Male","2019","2019","6199","Value","3043","ILO - ILO Modelled Estimates","1000 persons","7642.91","X","Figure from international organizations","Adjusted"
