Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1980","1980","3050","FAO TIER 1","ha","3459130","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1980","1980","3050","FAO TIER 1","kilotonnes","1157.3038","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1981","1981","3050","FAO TIER 1","ha","3442830","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1981","1981","3050","FAO TIER 1","kilotonnes","1151.8504","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1982","1982","3050","FAO TIER 1","ha","3239630","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1982","1982","3050","FAO TIER 1","kilotonnes","1083.8668","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1983","1983","3050","FAO TIER 1","ha","3140670","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1983","1983","3050","FAO TIER 1","kilotonnes","1050.7583","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1984","1984","3050","FAO TIER 1","ha","3221770","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1984","1984","3050","FAO TIER 1","kilotonnes","1077.8915","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1985","1985","3050","FAO TIER 1","ha","3402610","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1985","1985","3050","FAO TIER 1","kilotonnes","1138.3942","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1986","1986","3050","FAO TIER 1","ha","3402910","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1986","1986","3050","FAO TIER 1","kilotonnes","1138.4946","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1987","1987","3050","FAO TIER 1","ha","3255900","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1987","1987","3050","FAO TIER 1","kilotonnes","1089.3102","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1988","1988","3050","FAO TIER 1","ha","3392670","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1988","1988","3050","FAO TIER 1","kilotonnes","1135.0686","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1989","1989","3050","FAO TIER 1","ha","3497280","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1989","1989","3050","FAO TIER 1","kilotonnes","1170.0675","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1990","1990","3050","FAO TIER 1","ha","3318720","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1990","1990","3050","FAO TIER 1","kilotonnes","1110.3276","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1991","1991","3050","FAO TIER 1","ha","3424960","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1991","1991","3050","FAO TIER 1","kilotonnes","1145.8717","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1992","1992","3050","FAO TIER 1","ha","3198070","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1992","1992","3050","FAO TIER 1","kilotonnes","1069.9623","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1993","1993","3050","FAO TIER 1","ha","3282350","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1993","1993","3050","FAO TIER 1","kilotonnes","1098.1594","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1994","1994","3050","FAO TIER 1","ha","3651530","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1994","1994","3050","FAO TIER 1","kilotonnes","1221.6741","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1995","1995","3050","FAO TIER 1","ha","3758691","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1995","1995","3050","FAO TIER 1","kilotonnes","1257.5265","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1996","1996","3050","FAO TIER 1","ha","3951136","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1996","1996","3050","FAO TIER 1","kilotonnes","1321.9118","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1997","1997","3050","FAO TIER 1","ha","3842270","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1997","1997","3050","FAO TIER 1","kilotonnes","1285.4891","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1998","1998","3050","FAO TIER 1","ha","3170042","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1998","1998","3050","FAO TIER 1","kilotonnes","1060.5851","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","1999","1999","3050","FAO TIER 1","ha","3999839","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","1999","1999","3050","FAO TIER 1","kilotonnes","1338.2061","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2000","2000","3050","FAO TIER 1","ha","4038085","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2000","2000","3050","FAO TIER 1","kilotonnes","1351.0019","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2001","2001","3050","FAO TIER 1","ha","4065441","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2001","2001","3050","FAO TIER 1","kilotonnes","1360.1543","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2002","2002","3050","FAO TIER 1","ha","4046318","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2002","2002","3050","FAO TIER 1","kilotonnes","1353.7564","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2003","2003","3050","FAO TIER 1","ha","4006421","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2003","2003","3050","FAO TIER 1","kilotonnes","1340.4082","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2004","2004","3050","FAO TIER 1","ha","4126645","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2004","2004","3050","FAO TIER 1","kilotonnes","1380.631","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2005","2005","3050","FAO TIER 1","ha","4070421","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2005","2005","3050","FAO TIER 1","kilotonnes","1361.8204","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2006","2006","3050","FAO TIER 1","ha","4159930","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2006","2006","3050","FAO TIER 1","kilotonnes","1391.767","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2007","2007","3050","FAO TIER 1","ha","4272889","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2007","2007","3050","FAO TIER 1","kilotonnes","1429.5591","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2008","2008","3050","FAO TIER 1","ha","4459977","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2008","2008","3050","FAO TIER 1","kilotonnes","1492.1522","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2009","2009","3050","FAO TIER 1","ha","4532310","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2009","2009","3050","FAO TIER 1","kilotonnes","1516.3523","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2010","2010","3050","FAO TIER 1","ha","4354161","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2010","2010","3050","FAO TIER 1","kilotonnes","1456.7499","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2011","2011","3050","FAO TIER 1","ha","4536642","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2011","2011","3050","FAO TIER 1","kilotonnes","1517.8016","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2012","2012","3050","FAO TIER 1","ha","4690061","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2012","2012","3050","FAO TIER 1","kilotonnes","1569.1303","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2013","2013","3050","FAO TIER 1","ha","4746091","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2013","2013","3050","FAO TIER 1","kilotonnes","1587.8759","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2014","2014","3050","FAO TIER 1","ha","4739672","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2014","2014","3050","FAO TIER 1","kilotonnes","1585.7284","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2015","2015","3050","FAO TIER 1","ha","4656227","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2015","2015","3050","FAO TIER 1","kilotonnes","1557.8106","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2016","2016","3050","FAO TIER 1","ha","4556043","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2016","2016","3050","FAO TIER 1","kilotonnes","1524.2925","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2017","2017","3050","FAO TIER 1","ha","4811808","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2017","2017","3050","FAO TIER 1","kilotonnes","1609.8625","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2018","2018","3050","FAO TIER 1","ha","4800406","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2018","2018","3050","FAO TIER 1","kilotonnes","1606.0478","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2019","2019","3050","FAO TIER 1","ha","4651490","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2019","2019","3050","FAO TIER 1","kilotonnes","1556.2258","E","Estimated value",""
"GR","Emissions from Rice cultivation","608","Philippines","5312","Area harvested","0113","Rice","2020","2020","3050","FAO TIER 1","ha","4718896","A","Official figure",""
"GR","Emissions from Rice cultivation","608","Philippines","7225","Emissions (CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kilotonnes","1578.7774","E","Estimated value",""
