Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","608","Philippines","5142","Food","S2807","Rice and products","2019","2019","1000 tonnes","21093","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","5142","Food","S2807","Rice and products","2020","2020","1000 tonnes","20855","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2010","2010","kg","172.88","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2011","2011","kg","177.14","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2012","2012","kg","180.3","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2013","2013","kg","182.32","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2014","2014","kg","184.15","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2015","2015","kg","191.81","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2016","2016","kg","168.16","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2017","2017","kg","181.69","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2018","2018","kg","181.75","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2019","2019","kg","195.09","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2020","2020","kg","190.31","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2010","2010","kcal/capita/day","1133.62","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2011","2011","kcal/capita/day","1161.57","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2012","2012","kcal/capita/day","1182.26","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2013","2013","kcal/capita/day","1195.59","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2014","2014","kcal/capita/day","1141.1","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2015","2015","kcal/capita/day","1115.38","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2016","2016","kcal/capita/day","1078.91","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2017","2017","kcal/capita/day","1184.18","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2018","2018","kcal/capita/day","1191.91","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2019","2019","kcal/capita/day","1279.4","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","664","Food supply (kcal/capita/day)","S2807","Rice and products","2020","2020","kcal/capita/day","1248.03","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2010","2010","million kcal","38880914","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2011","2011","million kcal","40519075","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2012","2012","million kcal","41949780","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2013","2013","million kcal","43146837","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2014","2014","million kcal","41863934","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2015","2015","million kcal","41571716","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2016","2016","million kcal","40823189","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2017","2017","million kcal","45458595","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2018","2018","million kcal","46398143","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2019","2019","million kcal","50488392.18","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","661","Food supply (kcal)","S2807","Rice and products","2020","2020","million kcal","49917502.23","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2010","2010","g/capita/day","19.83","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2011","2011","g/capita/day","20.31","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2012","2012","g/capita/day","20.68","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2013","2013","g/capita/day","20.91","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2014","2014","g/capita/day","19.96","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2015","2015","g/capita/day","19.51","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2016","2016","g/capita/day","18.87","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2017","2017","g/capita/day","20.71","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2018","2018","g/capita/day","20.84","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2019","2019","g/capita/day","22.37","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2020","2020","g/capita/day","21.82","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2010","2010","g","679963","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2011","2011","g","708623","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2012","2012","g","733658","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2013","2013","g","754525","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2014","2014","g","732108","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2015","2015","g","727007","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2016","2016","g","713886","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2017","2017","g","794959","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2018","2018","g","811382","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2019","2019","g","882945.55","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","671","Protein supply quantity (g)","S2807","Rice and products","2020","2020","g","872935.77","I","Imputed value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2010","2010","g/capita/day","2.48","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2011","2011","g/capita/day","2.54","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2012","2012","g/capita/day","2.58","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2013","2013","g/capita/day","2.61","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2014","2014","g/capita/day","2.49","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2015","2015","g/capita/day","2.44","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2016","2016","g/capita/day","2.36","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2017","2017","g/capita/day","2.59","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2018","2018","g/capita/day","2.6","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2019","2019","g/capita/day","2.8","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2020","2020","g/capita/day","2.73","E","Estimated value"
"FBS","Food Balances (2010-)","608","Philippines","681","Fat supply quantity (g)","S2807","Rice and products","2010","2010","g","84969","I","Imputed value"
