Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7001","January","LCU","14730","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7002","February","LCU","15130","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7003","March","LCU","14980","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7004","April","LCU","15450","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7005","May","LCU","15560","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7006","June","LCU","15930","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7007","July","LCU","14680","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7008","August","LCU","14490","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7009","September","LCU","14110","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7010","October","LCU","15230","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7011","November","LCU","15560","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2011","2011","7012","December","LCU","16150","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7021","Annual value","LCU","16220","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7001","January","LCU","16230","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7002","February","LCU","16290","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7003","March","LCU","16230","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7004","April","LCU","16320","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7005","May","LCU","16490","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7006","June","LCU","17010","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7007","July","LCU","16510","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7008","August","LCU","16110","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7009","September","LCU","15340","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7010","October","LCU","15880","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7011","November","LCU","15940","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2012","2012","7012","December","LCU","16300","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7021","Annual value","LCU","16930","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7001","January","LCU","15920","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7002","February","LCU","15680","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7003","March","LCU","15930","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7004","April","LCU","15950","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7005","May","LCU","16300","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7006","June","LCU","17060","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7007","July","LCU","17470","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7008","August","LCU","18140","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7009","September","LCU","17000","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7010","October","LCU","17140","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7011","November","LCU","17970","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2013","2013","7012","December","LCU","18570","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7021","Annual value","LCU","20072","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7001","January","LCU","18436","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7002","February","LCU","19309","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7003","March","LCU","20164","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7004","April","LCU","20375","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7005","May","LCU","20580","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7006","June","LCU","21869","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7007","July","LCU","21279","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7008","August","LCU","20658","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7009","September","LCU","19596","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7010","October","LCU","19593","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7011","November","LCU","19689","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2014","2014","7012","December","LCU","19311","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7021","Annual value","LCU","17329","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7001","January","LCU","17701","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7002","February","LCU","17247","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7003","March","LCU","17373","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7004","April","LCU","16880","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7005","May","LCU","17352","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7006","June","LCU","17961","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7007","July","LCU","17950","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7008","August","LCU","17823","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7009","September","LCU","17470","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7010","October","LCU","16571","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7011","November","LCU","16624","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2015","2015","7012","December","LCU","16992","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7021","Annual value","LCU","17430","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7001","January","LCU","17040","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7002","February","LCU","17230","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7003","March","LCU","17320","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7004","April","LCU","16810","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7005","May","LCU","17220","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7006","June","LCU","17450","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7007","July","LCU","19150","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7008","August","LCU","18630","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7009","September","LCU","17620","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7010","October","LCU","16070","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7011","November","LCU","16720","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2016","2016","7012","December","LCU","17860","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7021","Annual value","LCU","18210","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7001","January","LCU","17890","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7002","February","LCU","17910","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7003","March","LCU","17970","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7004","April","LCU","18330","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7005","May","LCU","18160","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7006","June","LCU","18300","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7007","July","LCU","18940","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7008","August","LCU","18760","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7009","September","LCU","18130","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7010","October","LCU","17530","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7011","November","LCU","18090","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2017","2017","7012","December","LCU","18530","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7021","Annual value","LCU","20060","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7001","January","LCU","18890","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7002","February","LCU","19910","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7003","March","LCU","20500","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7004","April","LCU","20160","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7005","May","LCU","20140","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7006","June","LCU","20420","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7007","July","LCU","21020","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7008","August","LCU","22700","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7009","September","LCU","22040","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7010","October","LCU","19980","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7011","November","LCU","19400","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2018","2018","7012","December","LCU","19640","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7021","Annual value","LCU","16950","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7001","January","LCU","18910","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7002","February","LCU","18400","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7003","March","LCU","17510","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7004","April","LCU","16800","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7005","May","LCU","16910","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7006","June","LCU","16530","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7007","July","LCU","17320","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7008","August","LCU","16200","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7009","September","LCU","14750","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7010","October","LCU","14410","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7011","November","LCU","14590","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2019","2019","7012","December","LCU","15330","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7021","Annual value","LCU","16760","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7001","January","LCU","15740","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7002","February","LCU","15820","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7003","March","LCU","17050","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7004","April","LCU","18490","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7005","May","LCU","18810","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7006","June","LCU","18320","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7007","July","LCU","18020","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7008","August","LCU","17390","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7009","September","LCU","15670","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7010","October","LCU","14810","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7011","November","LCU","15030","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2020","2020","7012","December","LCU","15940","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7021","Annual value","LCU","16760","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7001","January","LCU","16400","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7002","February","LCU","16810","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7003","March","LCU","17100","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7004","April","LCU","17070","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7005","May","LCU","16970","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7006","June","LCU","17180","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7007","July","LCU","17340","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7008","August","LCU","17230","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7009","September","LCU","16180","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7010","October","LCU","15780","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7011","November","LCU","16350","A","Official figure"
"PP","Producer Prices","608","Philippines","5530","Producer Price (LCU/tonne)","0113","Rice","2021","2021","7012","December","LCU","16650","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1991","1991","7021","Annual value","SLC","4770","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1992","1992","7021","Annual value","SLC","4820","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1993","1993","7021","Annual value","SLC","5400","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1994","1994","7021","Annual value","SLC","5900","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1995","1995","7021","Annual value","SLC","7240","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1996","1996","7021","Annual value","SLC","8130","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1997","1997","7021","Annual value","SLC","7920","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1998","1998","7021","Annual value","SLC","8300","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","1999","1999","7021","Annual value","SLC","7870","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2000","2000","7021","Annual value","SLC","8420","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2001","2001","7021","Annual value","SLC","8170","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2002","2002","7021","Annual value","SLC","8820","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2003","2003","7021","Annual value","SLC","8840","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2004","2004","7021","Annual value","SLC","9450","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2005","2005","7021","Annual value","SLC","10430","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2006","2006","7021","Annual value","SLC","10460","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2007","2007","7021","Annual value","SLC","11220","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2008","2008","7021","Annual value","SLC","14130","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2009","2009","7021","Annual value","SLC","14630","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2010","2010","7021","Annual value","SLC","14870","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2011","2011","7021","Annual value","SLC","15170","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2012","2012","7021","Annual value","SLC","16220","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2013","2013","7021","Annual value","SLC","16930","A","Official figure"
